date,mess_unit,vendor_name,category,amount,payment_mode,bill_no,transaction_id
2024-01-21,HOSTEL-B,NANDINI MILK DEPOT,dairy,5400.0,NEFT,BILL-20240121-1223,TXN01222
2024-01-21,CDH-2,AMUL DISTRIBUTOR TVM,dairy,12200.0,NEFT,BILL-20240121-1212,TXN01223
2024-01-21,CDH-3,AMUL DISTRIBUTOR TVM,dairy,7700.0,RTGS,BILL-20240121-1215,TXN01224
2024-01-21,HOSTEL-C,AMUL DISTRIBUTOR TVM,dairy,6800.0,NEFT,BILL-20240121-1225,TXN01225
2024-01-21,FACULTY-MESS,HERITAGE DAIRY CENTRE,dairy,6700.0,NEFT,BILL-20240121-1234,TXN01226
2024-01-21,SPORTS-CANTEEN,NANDINI MILK DEPOT,dairy,11100.0,RTGS,BILL-20240121-1242,TXN01227
2024-01-21,HOSTEL-C,NANDINI MILK DEPOT,dairy,13800.0,RTGS,BILL-20240121-1227,TXN01228
2024-01-21,HOSTEL-D,AAVIN DAIRY SUPPLIES,dairy,13500.0,NEFT,BILL-20240121-1228,TXN01229
2024-01-21,HOSTEL-D,AMUL DISTRIBUTOR TVM,dairy,5800.0,NEFT,BILL-20240121-1229,TXN01230
2024-01-21,HOSTEL-D,MOTHER DAIRY AGENCY,dairy,9700.0,NEFT,BILL-20240121-1230,TXN01231
2024-01-21,FACULTY-MESS,AMUL DISTRIBUTOR TVM,dairy,14100.0,RTGS,BILL-20240121-1232,TXN01232
2024-01-21,FACULTY-MESS,MOTHER DAIRY AGENCY,dairy,10300.0,NEFT,BILL-20240121-1233,TXN01233
2024-01-21,FACULTY-MESS,AAVIN DAIRY SUPPLIES,dairy,8400.0,NEFT,BILL-20240121-1231,TXN01234
2024-01-21,CAFE-CENTRAL,AAVIN DAIRY SUPPLIES,dairy,21400.0,NEFT,BILL-20240121-1235,TXN01235
2024-01-21,CAFE-CENTRAL,AMUL DISTRIBUTOR TVM,dairy,18700.0,NEFT,BILL-20240121-1236,TXN01236
2024-01-21,CAFE-CENTRAL,NANDINI MILK DEPOT,dairy,8900.0,NEFT,BILL-20240121-1238,TXN01237
2024-01-21,SPORTS-CANTEEN,AAVIN DAIRY SUPPLIES,dairy,22600.0,NEFT,BILL-20240121-1239,TXN01238
2024-01-21,SPORTS-CANTEEN,AMUL DISTRIBUTOR TVM,dairy,18200.0,RTGS,BILL-20240121-1240,TXN01239
2024-01-21,SPORTS-CANTEEN,MOTHER DAIRY AGENCY,dairy,15100.0,NEFT,BILL-20240121-1241,TXN01240
2024-01-21,HOSTEL-C,MOTHER DAIRY AGENCY,dairy,9500.0,NEFT,BILL-20240121-1226,TXN01241
2024-01-21,CAFE-CENTRAL,MOTHER DAIRY AGENCY,dairy,10700.0,NEFT,BILL-20240121-1237,TXN01242
2024-01-25,CDH-3,AMUL DISTRIBUTOR TVM,dairy,8400.0,NEFT,BILL-20240125-1250,TXN01243
2024-01-25,CDH-1,AMUL DISTRIBUTOR TVM,dairy,23400.0,NEFT,BILL-20240125-1244,TXN01244
2024-01-25,CDH-2,AAVIN DAIRY SUPPLIES,dairy,14600.0,RTGS,BILL-20240125-1246,TXN01245
2024-01-25,CDH-2,AMUL DISTRIBUTOR TVM,dairy,8400.0,NEFT,BILL-20240125-1247,TXN01246
2024-01-25,CDH-2,MOTHER DAIRY AGENCY,dairy,11400.0,NEFT,BILL-20240125-1248,TXN01247
2024-01-25,CDH-3,AAVIN DAIRY SUPPLIES,dairy,19000.0,RTGS,BILL-20240125-1249,TXN01248
2024-01-25,CDH-1,MOTHER DAIRY AGENCY,dairy,9800.0,RTGS,BILL-20240125-1245,TXN01249
2024-01-25,CDH-1,AAVIN DAIRY SUPPLIES,dairy,19200.0,NEFT,BILL-20240125-1243,TXN01250
2024-01-25,HOSTEL-C,AMUL DISTRIBUTOR TVM,dairy,21500.0,NEFT,BILL-20240125-1260,TXN01251
2024-01-25,HOSTEL-A,MOTHER DAIRY AGENCY,dairy,20100.0,NEFT,BILL-20240125-1254,TXN01252
2024-01-25,HOSTEL-B,AAVIN DAIRY SUPPLIES,dairy,10800.0,RTGS,BILL-20240125-1255,TXN01253
2024-01-25,HOSTEL-B,AMUL DISTRIBUTOR TVM,dairy,13800.0,NEFT,BILL-20240125-1256,TXN01254
2024-01-25,HOSTEL-B,MOTHER DAIRY AGENCY,dairy,17200.0,NEFT,BILL-20240125-1257,TXN01255
2024-01-25,HOSTEL-B,NANDINI MILK DEPOT,dairy,12900.0,NEFT,BILL-20240125-1258,TXN01256
2024-01-25,CDH-3,MOTHER DAIRY AGENCY,dairy,10400.0,NEFT,BILL-20240125-1251,TXN01257
2024-01-25,HOSTEL-A,AAVIN DAIRY SUPPLIES,dairy,17000.0,RTGS,BILL-20240125-1252,TXN01258
2024-01-25,HOSTEL-C,AAVIN DAIRY SUPPLIES,dairy,22800.0,NEFT,BILL-20240125-1259,TXN01259
2024-01-25,SPORTS-CANTEEN,AAVIN DAIRY SUPPLIES,dairy,10900.0,RTGS,BILL-20240125-1274,TXN01260
2024-01-25,HOSTEL-C,MOTHER DAIRY AGENCY,dairy,10700.0,NEFT,BILL-20240125-1261,TXN01261
2024-01-25,FACULTY-MESS,MOTHER DAIRY AGENCY,dairy,7100.0,NEFT,BILL-20240125-1268,TXN01262
2024-01-25,HOSTEL-D,AAVIN DAIRY SUPPLIES,dairy,21500.0,NEFT,BILL-20240125-1263,TXN01263
2024-01-25,HOSTEL-D,MOTHER DAIRY AGENCY,dairy,15400.0,Cheque,BILL-20240125-1265,TXN01264
2024-01-25,FACULTY-MESS,AAVIN DAIRY SUPPLIES,dairy,9400.0,RTGS,BILL-20240125-1266,TXN01265
2024-01-25,FACULTY-MESS,AMUL DISTRIBUTOR TVM,dairy,10600.0,NEFT,BILL-20240125-1267,TXN01266
2024-01-25,FACULTY-MESS,HERITAGE DAIRY CENTRE,dairy,6600.0,NEFT,BILL-20240125-1269,TXN01267
2024-01-25,HOSTEL-C,NANDINI MILK DEPOT,dairy,14000.0,NEFT,BILL-20240125-1262,TXN01268
2024-01-25,HOSTEL-D,AMUL DISTRIBUTOR TVM,dairy,7700.0,NEFT,BILL-20240125-1264,TXN01269
2024-01-25,CAFE-CENTRAL,MOTHER DAIRY AGENCY,dairy,9800.0,NEFT,BILL-20240125-1272,TXN01270
2024-01-25,CAFE-CENTRAL,NANDINI MILK DEPOT,dairy,17400.0,NEFT,BILL-20240125-1273,TXN01271
2024-01-25,HOSTEL-A,AMUL DISTRIBUTOR TVM,dairy,23800.0,RTGS,BILL-20240125-1253,TXN01272
2024-01-25,SPORTS-CANTEEN,AMUL DISTRIBUTOR TVM,dairy,9700.0,RTGS,BILL-20240125-1275,TXN01273
2024-01-25,SPORTS-CANTEEN,MOTHER DAIRY AGENCY,dairy,12200.0,NEFT,BILL-20240125-1276,TXN01274
2024-01-25,SPORTS-CANTEEN,NANDINI MILK DEPOT,dairy,5500.0,RTGS,BILL-20240125-1277,TXN01275
2024-01-25,CAFE-CENTRAL,AAVIN DAIRY SUPPLIES,dairy,27800.0,NEFT,BILL-20240125-1270,TXN01276
2024-01-25,CAFE-CENTRAL,AMUL DISTRIBUTOR TVM,dairy,21600.0,RTGS,BILL-20240125-1271,TXN01277
2024-01-29,CDH-2,MEAT POINT TRADERS,chicken,11300.0,Cheque,BILL-20240129-1287,TXN01278
2024-01-29,CDH-2,NAIR POULTRY FARM,chicken,17400.0,NEFT,BILL-20240129-1286,TXN01279
2024-01-29,CDH-2,BROILER FRESH DEPOT,chicken,21400.0,NEFT,BILL-20240129-1285,TXN01280
2024-01-29,CDH-2,CHICKEN KING SUPPLIERS,chicken,26200.0,NEFT,BILL-20240129-1284,TXN01281
2024-01-29,CDH-1,KAVERI RICE MILLS,grains,60000.0,NEFT,BILL-20240129-1282,TXN01282
2024-01-29,CDH-1,CHICKEN KING SUPPLIERS,chicken,16700.0,RTGS,BILL-20240129-1278,TXN01283
2024-01-29,CDH-1,NAIR POULTRY FARM,chicken,17500.0,RTGS,BILL-20240129-1280,TXN01284
2024-01-29,CDH-1,BROILER FRESH DEPOT,chicken,18300.0,RTGS,BILL-20240129-1279,TXN01285
2024-01-29,HOSTEL-B,PADMAVATHI GRAIN STORE,grains,47000.0,NEFT,BILL-20240129-1304,TXN01286
2024-01-29,CDH-2,KAVERI RICE MILLS,grains,40500.0,RTGS,BILL-20240129-1288,TXN01287
2024-01-29,CDH-1,MEAT POINT TRADERS,chicken,19800.0,NEFT,BILL-20240129-1281,TXN01288
2024-01-29,CDH-2,PADMAVATHI GRAIN STORE,grains,44700.0,RTGS,BILL-20240129-1289,TXN01289
2024-01-29,HOSTEL-A,CHICKEN KING SUPPLIERS,chicken,13300.0,NEFT,BILL-20240129-1295,TXN01290
2024-01-29,CDH-3,BROILER FRESH DEPOT,chicken,24100.0,NEFT,BILL-20240129-1291,TXN01291
2024-01-29,CDH-3,CHICKEN KING SUPPLIERS,chicken,19800.0,NEFT,BILL-20240129-1290,TXN01292
2024-01-29,HOSTEL-B,BROILER FRESH DEPOT,chicken,13200.0,RTGS,BILL-20240129-1301,TXN01293
2024-01-29,HOSTEL-B,CHICKEN KING SUPPLIERS,chicken,24800.0,NEFT,BILL-20240129-1300,TXN01294
2024-01-29,HOSTEL-A,PADMAVATHI GRAIN STORE,grains,27300.0,RTGS,BILL-20240129-1299,TXN01295
2024-01-29,HOSTEL-A,KAVERI RICE MILLS,grains,48300.0,NEFT,BILL-20240129-1298,TXN01296
2024-01-29,HOSTEL-B,NAIR POULTRY FARM,chicken,20600.0,NEFT,BILL-20240129-1302,TXN01297
2024-01-29,HOSTEL-B,KAVERI RICE MILLS,grains,28400.0,NEFT,BILL-20240129-1303,TXN01298
2024-01-29,CDH-3,PADMAVATHI GRAIN STORE,grains,16500.0,NEFT,BILL-20240129-1294,TXN01299
2024-01-29,CDH-3,KAVERI RICE MILLS,grains,26300.0,NEFT,BILL-20240129-1293,TXN01300
2024-01-29,CDH-3,NAIR POULTRY FARM,chicken,13200.0,NEFT,BILL-20240129-1292,TXN01301
2024-01-29,HOSTEL-A,BROILER FRESH DEPOT,chicken,19300.0,NEFT,BILL-20240129-1296,TXN01302
2024-01-29,CDH-1,PADMAVATHI GRAIN STORE,grains,33400.0,NEFT,BILL-20240129-1283,TXN01303
2024-01-29,CAFE-CENTRAL,KAVERI RICE MILLS,grains,51700.0,Cheque,BILL-20240129-1325,TXN01304
2024-01-29,HOSTEL-A,NAIR POULTRY FARM,chicken,12500.0,NEFT,BILL-20240129-1297,TXN01305
2024-01-29,FACULTY-MESS,GOLDEN POULTRY HOUSE,chicken,13100.0,NEFT,BILL-20240129-1319,TXN01306
2024-01-29,HOSTEL-C,CHICKEN KING SUPPLIERS,chicken,17200.0,NEFT,BILL-20240129-1305,TXN01307
2024-01-29,FACULTY-MESS,CHICKEN KING SUPPLIERS,chicken,18200.0,NEFT,BILL-20240129-1316,TXN01308
2024-01-29,HOSTEL-D,PADMAVATHI GRAIN STORE,grains,24800.0,NEFT,BILL-20240129-1315,TXN01309
2024-01-29,HOSTEL-D,KAVERI RICE MILLS,grains,15700.0,NEFT,BILL-20240129-1314,TXN01310
2024-01-29,HOSTEL-D,NAIR POULTRY FARM,chicken,19000.0,Cheque,BILL-20240129-1313,TXN01311
2024-01-29,HOSTEL-D,BROILER FRESH DEPOT,chicken,9600.0,NEFT,BILL-20240129-1312,TXN01312
2024-01-29,HOSTEL-C,PADMAVATHI GRAIN STORE,grains,18700.0,Cheque,BILL-20240129-1310,TXN01313
2024-01-29,HOSTEL-C,KAVERI RICE MILLS,grains,47400.0,NEFT,BILL-20240129-1309,TXN01314
2024-01-29,HOSTEL-C,NAIR POULTRY FARM,chicken,20300.0,NEFT,BILL-20240129-1307,TXN01315
2024-01-29,FACULTY-MESS,BROILER FRESH DEPOT,chicken,21300.0,NEFT,BILL-20240129-1317,TXN01316
2024-01-29,HOSTEL-D,CHICKEN KING SUPPLIERS,chicken,29200.0,NEFT,BILL-20240129-1311,TXN01317
2024-01-29,FACULTY-MESS,NAIR POULTRY FARM,chicken,16200.0,NEFT,BILL-20240129-1318,TXN01318
2024-01-29,HOSTEL-C,MEAT POINT TRADERS,chicken,13000.0,NEFT,BILL-20240129-1308,TXN01319
2024-01-29,FACULTY-MESS,KAVERI RICE MILLS,grains,18400.0,NEFT,BILL-20240129-1320,TXN01320
2024-01-29,SPORTS-CANTEEN,BROILER FRESH DEPOT,chicken,16100.0,NEFT,BILL-20240129-1328,TXN01321
2024-01-29,SPORTS-CANTEEN,KAVERI RICE MILLS,grains,38500.0,NEFT,BILL-20240129-1331,TXN01322
2024-01-29,SPORTS-CANTEEN,MEAT POINT TRADERS,chicken,21200.0,NEFT,BILL-20240129-1330,TXN01323
2024-01-29,SPORTS-CANTEEN,NAIR POULTRY FARM,chicken,16900.0,NEFT,BILL-20240129-1329,TXN01324
2024-01-29,SPORTS-CANTEEN,CHICKEN KING SUPPLIERS,chicken,11500.0,NEFT,BILL-20240129-1327,TXN01325
2024-01-29,HOSTEL-C,BROILER FRESH DEPOT,chicken,11700.0,RTGS,BILL-20240129-1306,TXN01326
2024-01-29,SPORTS-CANTEEN,PADMAVATHI GRAIN STORE,grains,23700.0,Cheque,BILL-20240129-1332,TXN01327
2024-01-29,CAFE-CENTRAL,NAIR POULTRY FARM,chicken,7400.0,NEFT,BILL-20240129-1324,TXN01328
2024-01-29,CAFE-CENTRAL,BROILER FRESH DEPOT,chicken,22200.0,NEFT,BILL-20240129-1323,TXN01329
2024-01-29,CAFE-CENTRAL,CHICKEN KING SUPPLIERS,chicken,7500.0,Cheque,BILL-20240129-1322,TXN01330
2024-01-29,FACULTY-MESS,PADMAVATHI GRAIN STORE,grains,15900.0,NEFT,BILL-20240129-1321,TXN01331
2024-01-29,CAFE-CENTRAL,PADMAVATHI GRAIN STORE,grains,23200.0,NEFT,BILL-20240129-1326,TXN01332
2024-02-02,CDH-1,CHICKEN KING SUPPLIERS,chicken,14200.0,Cheque,BILL-20240202-1333,TXN01333
2024-02-02,CDH-2,NAIR POULTRY FARM,chicken,14600.0,NEFT,BILL-20240202-1339,TXN01334
2024-02-02,CDH-1,BROILER FRESH DEPOT,chicken,21700.0,NEFT,BILL-20240202-1334,TXN01335
2024-02-02,CDH-1,MEAT POINT TRADERS,chicken,10700.0,NEFT,BILL-20240202-1336,TXN01336
2024-02-02,CDH-2,CHICKEN KING SUPPLIERS,chicken,19300.0,NEFT,BILL-20240202-1337,TXN01337
2024-02-02,CDH-2,BROILER FRESH DEPOT,chicken,12800.0,Cheque,BILL-20240202-1338,TXN01338
2024-02-02,CDH-1,NAIR POULTRY FARM,chicken,14900.0,NEFT,BILL-20240202-1335,TXN01339
2024-02-02,HOSTEL-A,NAIR POULTRY FARM,chicken,17300.0,NEFT,BILL-20240202-1346,TXN01340
2024-02-02,CDH-3,BROILER FRESH DEPOT,chicken,16100.0,NEFT,BILL-20240202-1342,TXN01341
2024-02-02,CDH-3,NAIR POULTRY FARM,chicken,6400.0,NEFT,BILL-20240202-1343,TXN01342
2024-02-02,HOSTEL-A,CHICKEN KING SUPPLIERS,chicken,19900.0,RTGS,BILL-20240202-1344,TXN01343
2024-02-02,HOSTEL-A,BROILER FRESH DEPOT,chicken,16900.0,NEFT,BILL-20240202-1345,TXN01344
2024-02-02,CDH-2,MEAT POINT TRADERS,chicken,9300.0,NEFT,BILL-20240202-1340,TXN01345
2024-02-02,HOSTEL-C,CHICKEN KING SUPPLIERS,chicken,18500.0,NEFT,BILL-20240202-1350,TXN01346
2024-02-02,HOSTEL-B,BROILER FRESH DEPOT,chicken,16200.0,NEFT,BILL-20240202-1348,TXN01347
2024-02-02,CDH-3,CHICKEN KING SUPPLIERS,chicken,14000.0,NEFT,BILL-20240202-1341,TXN01348
2024-02-02,HOSTEL-B,NAIR POULTRY FARM,chicken,12100.0,RTGS,BILL-20240202-1349,TXN01349
2024-02-02,SPORTS-CANTEEN,MEAT POINT TRADERS,chicken,10000.0,NEFT,BILL-20240202-1367,TXN01350
2024-02-02,HOSTEL-C,BROILER FRESH DEPOT,chicken,21800.0,RTGS,BILL-20240202-1351,TXN01351
2024-02-02,HOSTEL-B,CHICKEN KING SUPPLIERS,chicken,19800.0,RTGS,BILL-20240202-1347,TXN01352
2024-02-02,HOSTEL-C,MEAT POINT TRADERS,chicken,18300.0,NEFT,BILL-20240202-1353,TXN01353
2024-02-02,FACULTY-MESS,BROILER FRESH DEPOT,chicken,15000.0,NEFT,BILL-20240202-1358,TXN01354
2024-02-02,HOSTEL-D,BROILER FRESH DEPOT,chicken,5700.0,NEFT,BILL-20240202-1355,TXN01355
2024-02-02,HOSTEL-D,NAIR POULTRY FARM,chicken,7500.0,RTGS,BILL-20240202-1356,TXN01356
2024-02-02,FACULTY-MESS,CHICKEN KING SUPPLIERS,chicken,16100.0,NEFT,BILL-20240202-1357,TXN01357
2024-02-02,FACULTY-MESS,NAIR POULTRY FARM,chicken,11600.0,NEFT,BILL-20240202-1359,TXN01358
2024-02-02,HOSTEL-D,CHICKEN KING SUPPLIERS,chicken,12300.0,NEFT,BILL-20240202-1354,TXN01359
2024-02-02,CAFE-CENTRAL,CHICKEN KING SUPPLIERS,chicken,6900.0,NEFT,BILL-20240202-1361,TXN01360
2024-02-02,CAFE-CENTRAL,BROILER FRESH DEPOT,chicken,22500.0,NEFT,BILL-20240202-1362,TXN01361
2024-02-02,CAFE-CENTRAL,NAIR POULTRY FARM,chicken,10000.0,NEFT,BILL-20240202-1363,TXN01362
2024-02-02,SPORTS-CANTEEN,CHICKEN KING SUPPLIERS,chicken,9200.0,NEFT,BILL-20240202-1364,TXN01363
2024-02-02,SPORTS-CANTEEN,NAIR POULTRY FARM,chicken,13800.0,NEFT,BILL-20240202-1366,TXN01364
2024-02-02,HOSTEL-C,NAIR POULTRY FARM,chicken,5800.0,NEFT,BILL-20240202-1352,TXN01365
2024-02-02,SPORTS-CANTEEN,BROILER FRESH DEPOT,chicken,9400.0,RTGS,BILL-20240202-1365,TXN01366
2024-02-02,FACULTY-MESS,GOLDEN POULTRY HOUSE,chicken,16500.0,NEFT,BILL-20240202-1360,TXN01367
2024-02-06,CDH-2,NAIR POULTRY FARM,chicken,7600.0,NEFT,BILL-20240206-1375,TXN01368
2024-02-06,CDH-2,BROILER FRESH DEPOT,chicken,14200.0,NEFT,BILL-20240206-1374,TXN01369
2024-02-06,CDH-2,CHICKEN KING SUPPLIERS,chicken,15900.0,NEFT,BILL-20240206-1373,TXN01370
2024-02-06,CDH-1,MEAT POINT TRADERS,chicken,10700.0,NEFT,BILL-20240206-1371,TXN01371
2024-02-06,CDH-1,BROILER FRESH DEPOT,chicken,17400.0,NEFT,BILL-20240206-1369,TXN01372
2024-02-06,CDH-1,NAIR POULTRY FARM,chicken,8400.0,NEFT,BILL-20240206-1370,TXN01373
2024-02-06,CDH-1,CHICKEN KING SUPPLIERS,chicken,13400.0,RTGS,BILL-20240206-1368,TXN01374
2024-02-06,CDH-2,MEAT POINT TRADERS,chicken,8500.0,Cheque,BILL-20240206-1376,TXN01375
2024-02-06,HOSTEL-B,NAIR POULTRY FARM,chicken,5500.0,NEFT,BILL-20240206-1388,TXN01376
2024-02-06,CDH-2,AAVIN DAIRY SUPPLIES,dairy,18500.0,NEFT,BILL-20240206-1377,TXN01377
2024-02-06,HOSTEL-B,CHICKEN KING SUPPLIERS,chicken,13900.0,NEFT,BILL-20240206-1386,TXN01378
2024-02-06,CDH-3,BROILER FRESH DEPOT,chicken,15900.0,NEFT,BILL-20240206-1379,TXN01379
2024-02-06,CDH-3,NAIR POULTRY FARM,chicken,13700.0,RTGS,BILL-20240206-1380,TXN01380
2024-02-06,CDH-3,AAVIN DAIRY SUPPLIES,dairy,12100.0,NEFT,BILL-20240206-1381,TXN01381
2024-02-06,HOSTEL-A,CHICKEN KING SUPPLIERS,chicken,10100.0,NEFT,BILL-20240206-1382,TXN01382
2024-02-06,HOSTEL-A,NAIR POULTRY FARM,chicken,9500.0,NEFT,BILL-20240206-1384,TXN01383
2024-02-06,HOSTEL-A,AAVIN DAIRY SUPPLIES,dairy,11900.0,NEFT,BILL-20240206-1385,TXN01384
2024-02-06,HOSTEL-B,BROILER FRESH DEPOT,chicken,11700.0,Cheque,BILL-20240206-1387,TXN01385
2024-02-06,CDH-3,CHICKEN KING SUPPLIERS,chicken,15100.0,NEFT,BILL-20240206-1378,TXN01386
2024-02-06,HOSTEL-C,CHICKEN KING SUPPLIERS,chicken,16500.0,NEFT,BILL-20240206-1390,TXN01387
2024-02-06,CDH-1,AAVIN DAIRY SUPPLIES,dairy,12300.0,NEFT,BILL-20240206-1372,TXN01388
2024-02-06,HOSTEL-B,AAVIN DAIRY SUPPLIES,dairy,20200.0,NEFT,BILL-20240206-1389,TXN01389
2024-02-06,SPORTS-CANTEEN,CHICKEN KING SUPPLIERS,chicken,16000.0,Cheque,BILL-20240206-1408,TXN01390
2024-02-06,HOSTEL-C,BROILER FRESH DEPOT,chicken,5700.0,RTGS,BILL-20240206-1391,TXN01391
2024-02-06,FACULTY-MESS,CHICKEN KING SUPPLIERS,chicken,6500.0,NEFT,BILL-20240206-1399,TXN01392
2024-02-06,HOSTEL-D,AAVIN DAIRY SUPPLIES,dairy,10200.0,NEFT,BILL-20240206-1398,TXN01393
2024-02-06,HOSTEL-D,NAIR POULTRY FARM,chicken,5900.0,RTGS,BILL-20240206-1397,TXN01394
2024-02-06,SPORTS-CANTEEN,AAVIN DAIRY SUPPLIES,dairy,14800.0,RTGS,BILL-20240206-1412,TXN01395
2024-02-06,HOSTEL-C,AAVIN DAIRY SUPPLIES,dairy,8700.0,NEFT,BILL-20240206-1394,TXN01396
2024-02-06,HOSTEL-D,CHICKEN KING SUPPLIERS,chicken,8300.0,NEFT,BILL-20240206-1395,TXN01397
2024-02-06,HOSTEL-C,MEAT POINT TRADERS,chicken,11700.0,NEFT,BILL-20240206-1393,TXN01398
2024-02-06,FACULTY-MESS,BROILER FRESH DEPOT,chicken,11600.0,NEFT,BILL-20240206-1400,TXN01399
2024-02-06,HOSTEL-D,BROILER FRESH DEPOT,chicken,14400.0,NEFT,BILL-20240206-1396,TXN01400
2024-02-06,FACULTY-MESS,NAIR POULTRY FARM,chicken,13900.0,NEFT,BILL-20240206-1401,TXN01401
2024-02-06,HOSTEL-A,BROILER FRESH DEPOT,chicken,9400.0,NEFT,BILL-20240206-1383,TXN01402
2024-02-06,FACULTY-MESS,AAVIN DAIRY SUPPLIES,dairy,20500.0,NEFT,BILL-20240206-1403,TXN01403
2024-02-06,CAFE-CENTRAL,CHICKEN KING SUPPLIERS,chicken,17500.0,NEFT,BILL-20240206-1404,TXN01404
2024-02-06,CAFE-CENTRAL,BROILER FRESH DEPOT,chicken,11500.0,NEFT,BILL-20240206-1405,TXN01405
2024-02-06,CAFE-CENTRAL,NAIR POULTRY FARM,chicken,5200.0,NEFT,BILL-20240206-1406,TXN01406
2024-02-06,CAFE-CENTRAL,AAVIN DAIRY SUPPLIES,dairy,9500.0,NEFT,BILL-20240206-1407,TXN01407
2024-02-06,SPORTS-CANTEEN,NAIR POULTRY FARM,chicken,7900.0,NEFT,BILL-20240206-1410,TXN01408
2024-02-06,SPORTS-CANTEEN,MEAT POINT TRADERS,chicken,10500.0,RTGS,BILL-20240206-1411,TXN01409
2024-02-06,HOSTEL-C,NAIR POULTRY FARM,chicken,9700.0,NEFT,BILL-20240206-1392,TXN01410
2024-02-06,FACULTY-MESS,GOLDEN POULTRY HOUSE,chicken,11600.0,RTGS,BILL-20240206-1402,TXN01411
2024-02-06,SPORTS-CANTEEN,BROILER FRESH DEPOT,chicken,15100.0,NEFT,BILL-20240206-1409,TXN01412
2024-02-10,HOSTEL-C,KAVERI RICE MILLS,grains,28000.0,NEFT,BILL-20240210-1425,TXN01413
2024-02-10,CDH-1,KAVERI RICE MILLS,grains,22600.0,Cheque,BILL-20240210-1413,TXN01414
2024-02-10,CDH-1,PADMAVATHI GRAIN STORE,grains,30300.0,NEFT,BILL-20240210-1414,TXN01415
2024-02-10,CDH-2,PADMAVATHI GRAIN STORE,grains,26300.0,RTGS,BILL-20240210-1416,TXN01416
2024-02-10,CDH-3,KAVERI RICE MILLS,grains,11800.0,NEFT,BILL-20240210-1417,TXN01417
2024-02-10,HOSTEL-B,PADMAVATHI GRAIN STORE,grains,14400.0,RTGS,BILL-20240210-1423,TXN01418
2024-02-10,HOSTEL-A,KAVERI RICE MILLS,grains,16900.0,Cheque,BILL-20240210-1419,TXN01419
2024-02-10,HOSTEL-A,GOLDEN GRAIN DEPOT,grains,20900.0,NEFT,BILL-20240210-1421,TXN01420
2024-02-10,HOSTEL-B,KAVERI RICE MILLS,grains,31700.0,NEFT,BILL-20240210-1422,TXN01421
2024-02-10,CDH-3,PADMAVATHI GRAIN STORE,grains,11400.0,NEFT,BILL-20240210-1418,TXN01422
2024-02-10,CDH-2,KAVERI RICE MILLS,grains,21900.0,RTGS,BILL-20240210-1415,TXN01423
2024-02-10,HOSTEL-A,PADMAVATHI GRAIN STORE,grains,24300.0,NEFT,BILL-20240210-1420,TXN01424
2024-02-10,HOSTEL-B,ANNA RICE TRADERS,grains,29300.0,NEFT,BILL-20240210-1424,TXN01425
2024-02-10,FACULTY-MESS,PADMAVATHI GRAIN STORE,grains,8400.0,RTGS,BILL-20240210-1432,TXN01426
2024-02-10,HOSTEL-C,PADMAVATHI GRAIN STORE,grains,32200.0,NEFT,BILL-20240210-1426,TXN01427
2024-02-10,HOSTEL-D,KAVERI RICE MILLS,grains,17400.0,NEFT,BILL-20240210-1428,TXN01428
2024-02-10,HOSTEL-D,PADMAVATHI GRAIN STORE,grains,20900.0,RTGS,BILL-20240210-1429,TXN01429
2024-02-10,HOSTEL-D,ANNA RICE TRADERS,grains,20500.0,NEFT,BILL-20240210-1430,TXN01430
2024-02-10,FACULTY-MESS,KAVERI RICE MILLS,grains,29900.0,NEFT,BILL-20240210-1431,TXN01431
2024-02-10,CAFE-CENTRAL,PADMAVATHI GRAIN STORE,grains,34500.0,Cheque,BILL-20240210-1435,TXN01432
2024-02-10,FACULTY-MESS,ANNA RICE TRADERS,grains,25900.0,NEFT,BILL-20240210-1433,TXN01433
2024-02-10,CAFE-CENTRAL,KAVERI RICE MILLS,grains,32600.0,RTGS,BILL-20240210-1434,TXN01434
2024-02-10,SPORTS-CANTEEN,PADMAVATHI GRAIN STORE,grains,26400.0,NEFT,BILL-20240210-1437,TXN01435
2024-02-10,HOSTEL-C,GOLDEN GRAIN DEPOT,grains,12700.0,NEFT,BILL-20240210-1427,TXN01436
2024-02-10,SPORTS-CANTEEN,KAVERI RICE MILLS,grains,17700.0,RTGS,BILL-20240210-1436,TXN01437
2024-02-14,HOSTEL-C,KAVERI RICE MILLS,grains,24600.0,NEFT,BILL-20240214-1450,TXN01438
2024-02-14,CDH-1,KAVERI RICE MILLS,grains,30600.0,Cheque,BILL-20240214-1438,TXN01439
2024-02-14,CDH-2,KAVERI RICE MILLS,grains,13800.0,Cheque,BILL-20240214-1440,TXN01440
2024-02-14,CDH-2,PADMAVATHI GRAIN STORE,grains,15000.0,NEFT,BILL-20240214-1441,TXN01441
2024-02-14,CDH-3,KAVERI RICE MILLS,grains,39900.0,NEFT,BILL-20240214-1442,TXN01442
2024-02-14,HOSTEL-A,KAVERI RICE MILLS,grains,32400.0,NEFT,BILL-20240214-1444,TXN01443
2024-02-14,HOSTEL-A,PADMAVATHI GRAIN STORE,grains,26500.0,NEFT,BILL-20240214-1445,TXN01444
2024-02-14,HOSTEL-A,GOLDEN GRAIN DEPOT,grains,34800.0,RTGS,BILL-20240214-1446,TXN01445
